record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
706,CUST0706,2024-03-19T00:25:00,2024-03-19,00:25:00,0,Tuesday,3,Spring,0,0,Industrial,Very_High,18-25,2,Midwest,Tropical,Suburban,Wind,Analog_Meter,Good,Single_Family,1917,1955,Energy_Star,39.53,28.98,8.28,19.77,0.0206,Average,Unemployed,Night_Owl,79.6,Extreme_High,0.289,9,"Oven,Refrigerator,Heater,Microwave,Dryer,TV,Water_Heater,Dishwasher,Gaming_Console",36.37,4.7,18.1,A 2-person household in a single_family showing 39.5 kWh usage.,Good efficiency at 79.56400037373821 with room for improvement. Building constructed in 1955 with 9 appliances.,Consider solar panel installation
707,CUST0707,2024-12-05T23:39:00,2024-12-05,23:39:00,23,Thursday,12,Winter,0,0,Residential,Low,18-25,4,Midwest,Polar,Suburban,Solar,Smart_Meter,Excellent,Apartment,1386,1965,LEED_Gold,24.47,16.78,4.92,6.12,0.0177,Eco_Conscious,Remote,Night_Owl,100,Moderate_Usage,0.448,13,"Microwave,TV,Oven,Water_Heater,Washing_Machine,Dishwasher,Computer,Heater,Dryer,Air_Conditioner,Gaming_Console,Refrigerator",22.51,2.77,15.2,Usage pattern indicates eco_conscious behavior with 6.1 kWh per person.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
708,CUST0708,2024-04-08T08:11:00,2024-04-08,08:11:00,8,Monday,4,Spring,0,0,Residential,High,26-35,7,Southwest,Continental,Rural,Solar,Digital_Meter,Fair,Apartment,1768,1995,Energy_Star,30.22,20.65,6.68,4.32,0.0171,Minimalist,Office,Night_Owl,100,Moderate_Usage,0.695,17,"Microwave,Water_Heater,Air_Conditioner,Dishwasher,Oven,Dryer,TV,Gaming_Console,Washing_Machine,Refrigerator,Heater,Computer",27.8,3.74,24.9,Minimalist lifestyle with 4.3 kWh per person during morning.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 1995 with 12 appliances.,Optimize HVAC system settings
709,CUST0709,2024-05-07T12:54:00,2024-05-07,12:54:00,12,Tuesday,5,Spring,0,0,Large_Business,Medium,36-45,8,Midwest,Continental,Suburban,Wind,Analog_Meter,Good,Townhouse,3197,1965,None,163.74,100.92,53.74,20.47,0.0512,Eco_Conscious,Hybrid,Regular,81.5,Extreme_High,0.2,9,"Oven,Dryer,TV,Computer,Washing_Machine,Gaming_Console,Refrigerator,Air_Conditioner,Heater",150.64,23.44,19.0,Usage pattern indicates eco_conscious behavior with 20.5 kWh per person.,Excellent efficiency rating of 81.5075 with None certification. Building constructed in 1965 with 9 appliances.,Optimize HVAC system settings; Consider solar panel installation
710,CUST0710,2024-04-10T23:40:00,2024-04-10,23:40:00,23,Wednesday,4,Spring,0,0,Small_Business,High,36-45,4,Midwest,Continental,Rural,Wind,Analog_Meter,Poor,Apartment,1213,2000,None,32.01,21.73,11.41,8.0,0.0264,Minimalist,Shift_Work,Night_Owl,98.9,High_Usage,0.175,20,"Air_Conditioner,Heater,Dryer,Gaming_Console,Dishwasher,Water_Heater,Refrigerator,Washing_Machine,Computer,Oven,Microwave,TV",29.45,4.25,18.9,A 4-person household in a apartment showing 32.0 kWh usage.,Excellent efficiency rating of 98.93176724450552 with None certification. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings
711,CUST0711,2024-01-15T07:01:00,2024-01-15,07:01:00,7,Monday,1,Winter,0,1,Industrial,Medium,46-55,3,Southwest,Tropical,Suburban,Solar,Smart_Meter,Excellent,Townhouse,2116,1990,None,209.98,139.57,53.67,69.99,0.0992,Tech_Heavy,Remote,Night_Owl,84.9,Extreme_High,1.0,13,"Air_Conditioner,Dryer,Dishwasher,Washing_Machine,Water_Heater,Gaming_Console,Heater,Computer,TV,Oven,Microwave,Refrigerator",193.19,22.51,16.6,Tech_Heavy lifestyle with 70.0 kWh per person during morning.,Excellent efficiency rating of 84.89333333333333 with None certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
712,CUST0712,2024-07-17T22:18:00,2024-07-17,22:18:00,22,Wednesday,7,Summer,0,0,Large_Business,Very_High,26-35,4,West_Coast,Tropical,Suburban,Solar,Analog_Meter,Fair,Single_Family,2393,1965,Energy_Star,68.07,45.32,21.79,17.02,0.0284,Minimalist,Remote,Night_Owl,92.5,Extreme_High,0.111,17,"Water_Heater,Oven,Air_Conditioner,Computer,Dishwasher,Heater,Dryer,Microwave,Refrigerator,Gaming_Console,TV,Washing_Machine",62.63,6.92,24.1,A 4-person household in a single_family showing 68.1 kWh usage.,Excellent efficiency rating of 92.51625822981353 with Energy_Star certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
713,CUST0713,2024-03-27T11:50:00,2024-03-27,11:50:00,11,Wednesday,3,Spring,0,0,Residential,Low,46-55,4,West_Coast,Polar,Suburban,Battery_Backup,Smart_Meter,Excellent,Apartment,1339,1965,LEED_Gold,28.8,22.78,10.74,7.2,0.0215,Average,Shift_Work,Irregular,100,High_Usage,0.328,11,"Heater,Oven,Gaming_Console,Dishwasher,Water_Heater,Refrigerator,Computer,Microwave,Washing_Machine,TV,Dryer",26.5,3.59,9.3,A 4-person household in a apartment showing 28.8 kWh usage.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1965 with 11 appliances.,Maintain current efficient practices
714,CUST0714,2024-05-08T17:05:00,2024-05-08,17:05:00,17,Wednesday,5,Spring,0,0,Residential,Very_High,18-25,5,West_Coast,Polar,Rural,Grid,Smart_Meter,Excellent,Townhouse,2319,2000,LEED_Gold,142.67,101.4,53.88,28.53,0.0615,Tech_Heavy,Shift_Work,Irregular,92.7,Extreme_High,0.538,17,"Gaming_Console,Refrigerator,Dishwasher,Heater,Dryer,Washing_Machine,Air_Conditioner,Water_Heater,Microwave,Computer,TV,Oven",131.26,21.37,9.2,Tech_Heavy lifestyle with 28.5 kWh per person during evening.,Excellent efficiency rating of 92.724 with LEED_Gold certification. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
715,CUST0715,2024-02-08T13:03:00,2024-02-08,13:03:00,13,Thursday,2,Winter,0,0,Industrial,Low,46-55,2,Southeast,Polar,Suburban,Grid,Smart_Meter,Fair,Condo,1553,1955,LEED_Platinum,42.4,33.67,12.9,21.2,0.0273,Average,Remote,Regular,85.0,Extreme_High,0.706,5,"Washing_Machine,Oven,Computer,Refrigerator,Water_Heater",39.01,5.94,6.8,A 2-person household in a condo showing 42.4 kWh usage.,Excellent efficiency rating of 84.97 with LEED_Platinum certification. Building constructed in 1955 with 5 appliances.,Maintain current efficient practices
716,CUST0716,2024-03-02T04:53:00,2024-03-02,04:53:00,4,Saturday,3,Spring,1,0,Industrial,High,36-45,3,Southwest,Tropical,Rural,Solar,Digital_Meter,Poor,Office,2894,1975,Energy_Star,48.26,30.14,15.23,16.09,0.0167,Eco_Conscious,Hybrid,Early_Bird,87.1,Extreme_High,0.305,7,"Refrigerator,Heater,Computer,Oven,Dishwasher,Microwave,Dryer",44.4,5.52,10.0,Eco_Conscious lifestyle with 16.1 kWh per person during night.,Excellent efficiency rating of 87.11979624835287 with Energy_Star certification. Building constructed in 1975 with 7 appliances.,Maintain current efficient practices
717,CUST0717,2024-03-01T11:18:00,2024-03-01,11:18:00,11,Friday,3,Spring,0,0,Residential,Low,65+,4,Northeast,Temperate,Urban,Wind,Smart_Meter,Poor,Office,3338,2000,Energy_Star,33.44,26.31,9.81,8.36,0.01,Minimalist,Shift_Work,Regular,100,High_Usage,0.687,15,"Washing_Machine,Microwave,Water_Heater,Computer,Oven,Refrigerator,TV,Dishwasher,Air_Conditioner,Gaming_Console,Dryer,Heater",30.77,4.25,19.1,Energy consumption of 33.4 kWh for office with 4 occupants.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings
718,CUST0718,2024-09-23T16:58:00,2024-09-23,16:58:00,16,Monday,9,Fall,0,0,Large_Business,Very_High,46-55,5,West_Coast,Polar,Rural,Solar,Smart_Meter,Excellent,Townhouse,2621,1955,None,127.81,87.02,45.0,25.56,0.0488,High_Consumption,Shift_Work,Irregular,85.0,Extreme_High,0.219,17,"Dryer,Microwave,Heater,Gaming_Console,Oven,Dishwasher,TV,Water_Heater,Refrigerator,Air_Conditioner,Computer,Washing_Machine",117.59,15.09,12.3,Energy consumption of 127.8 kWh for townhouse with 5 occupants.,Excellent efficiency rating of 85.01599999999999 with None certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
719,CUST0719,2024-07-14T00:30:00,2024-07-14,00:30:00,0,Sunday,7,Summer,1,0,Residential,Low,18-25,5,Midwest,Tropical,Urban,Grid,Digital_Meter,Poor,Apartment,1708,1970,LEED_Platinum,28.34,19.67,6.62,5.67,0.0166,Minimalist,Remote,Early_Bird,100,Moderate_Usage,0.585,18,"TV,Gaming_Console,Air_Conditioner,Refrigerator,Oven,Water_Heater,Heater,Dryer,Dishwasher,Washing_Machine,Microwave,Computer",26.07,3.54,7.2,Energy consumption of 28.3 kWh for apartment with 5 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
720,CUST0720,2024-12-03T05:08:00,2024-12-03,05:08:00,5,Tuesday,12,Winter,0,0,Small_Business,Medium,56-65,3,Southeast,Subtropical,Rural,Solar,Digital_Meter,Excellent,Office,2867,1970,Energy_Star,73.3,49.45,26.12,24.43,0.0256,Tech_Heavy,Hybrid,Regular,82.9,Extreme_High,0.065,14,"Refrigerator,Water_Heater,Oven,Dishwasher,Heater,Microwave,Air_Conditioner,Washing_Machine,Dryer,TV,Computer,Gaming_Console",67.44,9.91,23.7,Energy consumption of 73.3 kWh for office with 3 occupants.,Excellent efficiency rating of 82.88666666666667 with Energy_Star certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
721,CUST0721,2024-12-07T00:52:00,2024-12-07,00:52:00,0,Saturday,12,Winter,1,0,Large_Business,Medium,36-45,8,Southeast,Subtropical,Rural,Battery_Backup,Analog_Meter,Good,Single_Family,3048,2010,Energy_Star,430.32,279.07,92.71,53.79,0.1412,High_Consumption,Shift_Work,Early_Bird,91.4,Extreme_High,1.0,19,"Gaming_Console,Dryer,Refrigerator,Washing_Machine,Air_Conditioner,TV,Computer,Microwave,Water_Heater,Oven,Dishwasher,Heater",395.9,50.2,20.2,A 8-person household in a single_family showing 430.3 kWh usage.,Excellent efficiency rating of 91.38 with Energy_Star certification. Building constructed in 2010 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
722,CUST0722,2024-12-01T08:18:00,2024-12-01,08:18:00,8,Sunday,12,Winter,1,0,Industrial,Very_High,46-55,5,Southeast,Polar,Urban,Solar,Smart_Meter,Good,Single_Family,2687,1980,LEED_Gold,251.27,180.73,50.94,50.25,0.0935,Tech_Heavy,Remote,Night_Owl,99.3,Extreme_High,1.0,8,"Heater,Washing_Machine,Dishwasher,Dryer,Computer,Water_Heater,Air_Conditioner,Gaming_Console",231.17,35.36,16.1,Energy consumption of 251.3 kWh for single_family with 5 occupants.,Excellent efficiency rating of 99.252 with LEED_Gold certification. Building constructed in 1980 with 8 appliances.,Optimize HVAC system settings; Consider solar panel installation
723,CUST0723,2024-09-09T11:37:00,2024-09-09,11:37:00,11,Monday,9,Fall,0,0,Large_Business,Low,56-65,5,Southeast,Polar,Rural,Grid,Digital_Meter,Poor,Office,3653,2000,LEED_Platinum,130.04,84.1,45.67,26.01,0.0356,Average,Unemployed,Irregular,85.4,Extreme_High,0.11,7,"Water_Heater,Refrigerator,TV,Microwave,Air_Conditioner,Dryer,Dishwasher",119.64,15.42,22.9,A 5-person household in a office showing 130.0 kWh usage.,Excellent efficiency rating of 85.388 with LEED_Platinum certification. Building constructed in 2000 with 7 appliances.,Optimize HVAC system settings
724,CUST0724,2024-07-23T10:09:00,2024-07-23,10:09:00,10,Tuesday,7,Summer,0,0,Industrial,Very_High,18-25,4,Southwest,Polar,Urban,Wind,Analog_Meter,Excellent,Apartment,1525,1975,LEED_Gold,102.27,77.78,37.05,25.57,0.0671,High_Consumption,Hybrid,Irregular,94.9,Extreme_High,1.0,10,"Heater,Air_Conditioner,TV,Oven,Gaming_Console,Washing_Machine,Dryer,Microwave,Dishwasher,Computer",94.08,12.94,18.5,High_Consumption lifestyle with 25.6 kWh per person during morning.,Excellent efficiency rating of 94.875 with LEED_Gold certification. Building constructed in 1975 with 10 appliances.,Optimize HVAC system settings; Implement energy conservation practices
725,CUST0725,2024-03-13T08:11:00,2024-03-13,08:11:00,8,Wednesday,3,Spring,0,0,Small_Business,High,56-65,1,Northeast,Temperate,Urban,Hybrid,Analog_Meter,Good,Townhouse,1675,1955,LEED_Silver,7.54,4.77,2.19,7.54,0.0045,Eco_Conscious,Unemployed,Early_Bird,76.0,High_Usage,0.437,15,"Microwave,Computer,Oven,Refrigerator,TV,Dishwasher,Dryer,Air_Conditioner,Water_Heater,Gaming_Console,Washing_Machine,Heater",6.94,0.84,20.3,Eco_Conscious lifestyle with 7.5 kWh per person during morning.,Good efficiency at 75.95692574113127 with room for improvement. Building constructed in 1955 with 12 appliances.,Consider solar panel installation
726,CUST0726,2024-12-02T04:39:00,2024-12-02,04:39:00,4,Monday,12,Winter,0,0,Large_Business,High,36-45,3,Southeast,Tropical,Suburban,Battery_Backup,Smart_Meter,Poor,Apartment,1060,1950,LEED_Silver,43.22,27.13,9.78,14.41,0.0408,Average,Unemployed,Irregular,94.5,Extreme_High,0.699,7,"Computer,Washing_Machine,Dishwasher,Water_Heater,Oven,Air_Conditioner,Gaming_Console",39.76,4.97,13.1,Average lifestyle with 14.4 kWh per person during night.,Excellent efficiency rating of 94.52756307058506 with LEED_Silver certification. Building constructed in 1950 with 7 appliances.,Optimize HVAC system settings
727,CUST0727,2024-03-02T11:43:00,2024-03-02,11:43:00,11,Saturday,3,Spring,1,0,Small_Business,Medium,46-55,7,West_Coast,Subtropical,Suburban,Grid,Digital_Meter,Good,Apartment,2034,2015,LEED_Silver,90.89,55.35,19.91,12.98,0.0447,Average,Remote,Night_Owl,95.7,Extreme_High,0.202,6,"Oven,Gaming_Console,Microwave,Refrigerator,Washing_Machine,Dishwasher",83.62,11.75,7.1,Average lifestyle with 13.0 kWh per person during morning.,Excellent efficiency rating of 95.70447741891478 with LEED_Silver certification. Building constructed in 2015 with 6 appliances.,Maintain current efficient practices
728,CUST0728,2024-11-25T07:13:00,2024-11-25,07:13:00,7,Monday,11,Fall,0,0,Large_Business,Medium,46-55,8,Northeast,Polar,Urban,Grid,Smart_Meter,Excellent,Apartment,2131,2005,None,190.91,142.31,60.3,23.86,0.0896,Minimalist,Shift_Work,Night_Owl,85.2,Extreme_High,0.4,15,"TV,Heater,Oven,Computer,Dishwasher,Air_Conditioner,Microwave,Washing_Machine,Water_Heater,Dryer,Gaming_Console,Refrigerator",175.64,25.02,23.0,Minimalist lifestyle with 23.9 kWh per person during morning.,Excellent efficiency rating of 85.1725 with None certification. Building constructed in 2005 with 12 appliances.,Optimize HVAC system settings
729,CUST0729,2024-01-01T09:50:00,2024-01-01,09:50:00,9,Monday,1,Winter,0,1,Large_Business,Medium,26-35,4,Northeast,Continental,Rural,Hybrid,Digital_Meter,Excellent,Townhouse,2248,1975,Energy_Star,127.2,101.1,36.33,31.8,0.0566,High_Consumption,Hybrid,Irregular,86.3,Extreme_High,0.768,8,"Air_Conditioner,Oven,Microwave,Dryer,Dishwasher,Refrigerator,Water_Heater,Gaming_Console",117.02,15.4,13.6,A 4-person household in a townhouse showing 127.2 kWh usage.,Excellent efficiency rating of 86.26 with Energy_Star certification. Building constructed in 1975 with 8 appliances.,Optimize HVAC system settings; Implement energy conservation practices; Consider solar panel installation
730,CUST0730,2024-06-25T05:42:00,2024-06-25,05:42:00,5,Tuesday,6,Summer,0,0,Industrial,Very_High,18-25,3,Northeast,Polar,Urban,Battery_Backup,Smart_Meter,Fair,Condo,1758,1990,LEED_Platinum,98.14,71.24,29.01,32.71,0.0558,Tech_Heavy,Remote,Night_Owl,95.3,Extreme_High,1.0,7,"Heater,Dishwasher,TV,Computer,Gaming_Console,Refrigerator,Dryer",90.29,11.91,11.7,Tech_Heavy lifestyle with 32.7 kWh per person during morning.,Excellent efficiency rating of 95.28 with LEED_Platinum certification. Building constructed in 1990 with 7 appliances.,Maintain current efficient practices
731,CUST0731,2024-03-18T06:43:00,2024-03-18,06:43:00,6,Monday,3,Spring,0,0,Industrial,Low,56-65,6,West_Coast,Subtropical,Urban,Solar,Digital_Meter,Fair,Warehouse,2512,1990,LEED_Silver,146.73,112.4,52.03,24.45,0.0584,Eco_Conscious,Remote,Early_Bird,93.6,Extreme_High,0.217,9,"Air_Conditioner,Oven,Dryer,Refrigerator,Gaming_Console,Computer,Microwave,Dishwasher,Water_Heater",134.99,16.47,20.0,Eco_Conscious lifestyle with 24.5 kWh per person during morning.,Excellent efficiency rating of 93.62666666666667 with LEED_Silver certification. Building constructed in 1990 with 9 appliances.,Optimize HVAC system settings
732,CUST0732,2024-05-04T22:44:00,2024-05-04,22:44:00,22,Saturday,5,Spring,1,0,Residential,Medium,26-35,5,Southwest,Temperate,Rural,Battery_Backup,Digital_Meter,Poor,Office,3545,1965,LEED_Gold,44.06,27.3,11.23,8.81,0.0124,Tech_Heavy,Office,Early_Bird,93.5,High_Usage,0.689,11,"Heater,Computer,TV,Microwave,Dishwasher,Washing_Machine,Water_Heater,Oven,Gaming_Console,Refrigerator,Air_Conditioner",40.53,6.32,21.3,Energy consumption of 44.1 kWh for office with 5 occupants.,Excellent efficiency rating of 93.5086942676114 with LEED_Gold certification. Building constructed in 1965 with 11 appliances.,Optimize HVAC system settings
733,CUST0733,2024-03-24T22:27:00,2024-03-24,22:27:00,22,Sunday,3,Spring,1,0,Industrial,High,26-35,7,Southwest,Subtropical,Suburban,Grid,Smart_Meter,Poor,Apartment,1826,1970,LEED_Silver,107.9,68.3,39.15,15.41,0.0591,Average,Shift_Work,Regular,94.4,Extreme_High,0.055,15,"TV,Air_Conditioner,Computer,Water_Heater,Oven,Heater,Dryer,Gaming_Console,Washing_Machine,Microwave,Dishwasher,Refrigerator",99.27,13.91,19.2,A 7-person household in a apartment showing 107.9 kWh usage.,Excellent efficiency rating of 94.36801905012283 with LEED_Silver certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings
734,CUST0734,2024-01-12T09:26:00,2024-01-12,09:26:00,9,Friday,1,Winter,0,0,Small_Business,High,18-25,7,West_Coast,Subtropical,Rural,Hybrid,Digital_Meter,Poor,Office,3956,2020,LEED_Silver,229.57,169.18,58.28,32.8,0.058,Minimalist,Shift_Work,Night_Owl,88.7,Extreme_High,0.036,18,"Water_Heater,Computer,Washing_Machine,Dryer,Microwave,Heater,Refrigerator,Oven,Gaming_Console,Air_Conditioner,TV,Dishwasher",211.2,24.55,7.6,A 7-person household in a office showing 229.6 kWh usage.,Excellent efficiency rating of 88.69714285714286 with LEED_Silver certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings
735,CUST0735,2024-06-03T13:55:00,2024-06-03,13:55:00,13,Monday,6,Summer,0,0,Large_Business,Low,26-35,3,Southeast,Temperate,Suburban,Hybrid,Analog_Meter,Excellent,Townhouse,2152,2020,LEED_Silver,80.07,56.94,29.48,26.69,0.0372,Eco_Conscious,Hybrid,Regular,85.7,Extreme_High,0.55,14,"Water_Heater,Heater,Refrigerator,Computer,Air_Conditioner,Dishwasher,TV,Oven,Microwave,Gaming_Console,Dryer,Washing_Machine",73.66,11.79,23.9,Eco_Conscious lifestyle with 26.7 kWh per person during afternoon.,Excellent efficiency rating of 85.65333333333334 with LEED_Silver certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
736,CUST0736,2024-04-08T14:41:00,2024-04-08,14:41:00,14,Monday,4,Spring,0,0,Small_Business,Low,56-65,5,Midwest,Tropical,Rural,Hybrid,Digital_Meter,Poor,Warehouse,2252,1985,LEED_Platinum,38.54,25.38,14.79,7.71,0.0171,Average,Hybrid,Irregular,100,High_Usage,0.572,8,"Dishwasher,Washing_Machine,Heater,Refrigerator,Gaming_Console,Microwave,TV,Oven",35.46,4.1,21.3,Average lifestyle with 7.7 kWh per person during afternoon.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1985 with 8 appliances.,Maintain current efficient practices
737,CUST0737,2024-04-14T06:27:00,2024-04-14,06:27:00,6,Sunday,4,Spring,1,0,Industrial,Very_High,18-25,3,West_Coast,Polar,Suburban,Hybrid,Analog_Meter,Excellent,Warehouse,1554,1965,Energy_Star,138.61,107.2,31.76,46.2,0.0892,High_Consumption,Unemployed,Regular,86.1,Extreme_High,1.0,9,"Refrigerator,Gaming_Console,Microwave,TV,Oven,Computer,Air_Conditioner,Water_Heater,Heater",127.52,18.17,20.3,A 3-person household in a warehouse showing 138.6 kWh usage.,Excellent efficiency rating of 86.14 with Energy_Star certification. Building constructed in 1965 with 9 appliances.,Optimize HVAC system settings; Implement energy conservation practices
738,CUST0738,2024-10-15T06:23:00,2024-10-15,06:23:00,6,Tuesday,10,Fall,0,0,Residential,Low,18-25,2,Midwest,Temperate,Suburban,Grid,Digital_Meter,Fair,Office,2676,2005,LEED_Platinum,35.62,24.26,13.49,17.81,0.0133,Average,Unemployed,Early_Bird,75.9,Extreme_High,0.168,7,"Refrigerator,Oven,Water_Heater,Heater,Dryer,Air_Conditioner,Washing_Machine",32.77,4.17,18.7,Energy consumption of 35.6 kWh for office with 2 occupants.,Good efficiency at 75.92857864180434 with room for improvement. Building constructed in 2005 with 7 appliances.,Optimize HVAC system settings
739,CUST0739,2024-04-07T16:40:00,2024-04-07,16:40:00,16,Sunday,4,Spring,1,0,Residential,High,56-65,4,Southwest,Temperate,Suburban,Wind,Digital_Meter,Excellent,Apartment,1527,1950,None,14.72,10.03,4.73,3.68,0.0096,Eco_Conscious,Unemployed,Regular,96.7,Low_Usage,0.699,19,"Dishwasher,Computer,Heater,Gaming_Console,Oven,Refrigerator,TV,Air_Conditioner,Microwave,Dryer,Water_Heater,Washing_Machine",13.55,1.98,17.9,Eco_Conscious lifestyle with 3.7 kWh per person during afternoon.,Excellent efficiency rating of 96.68406935610456 with None certification. Building constructed in 1950 with 12 appliances.,Maintain current efficient practices
740,CUST0740,2024-09-04T22:06:00,2024-09-04,22:06:00,22,Wednesday,9,Fall,0,0,Industrial,Low,18-25,6,West_Coast,Continental,Suburban,Battery_Backup,Digital_Meter,Excellent,Single_Family,2740,1995,None,205.33,138.59,51.56,34.22,0.0749,Eco_Conscious,Shift_Work,Regular,78.4,Extreme_High,0.561,11,"Heater,Dryer,Washing_Machine,TV,Dishwasher,Water_Heater,Refrigerator,Air_Conditioner,Microwave,Computer,Gaming_Console",188.9,27.14,6.3,Energy consumption of 205.3 kWh for single_family with 6 occupants.,Good efficiency at 78.36666666666667 with room for improvement. Building constructed in 1995 with 11 appliances.,Optimize HVAC system settings; Consider solar panel installation
741,CUST0741,2024-08-04T10:28:00,2024-08-04,10:28:00,10,Sunday,8,Summer,1,0,Small_Business,High,26-35,6,Southeast,Subtropical,Rural,Battery_Backup,Analog_Meter,Good,Townhouse,2704,1960,Energy_Star,70.18,48.11,20.84,11.7,0.026,Minimalist,Shift_Work,Irregular,93.3,Extreme_High,0.459,6,"Dishwasher,Heater,Microwave,Gaming_Console,Oven,Dryer",64.57,10.07,5.1,Minimalist lifestyle with 11.7 kWh per person during morning.,Excellent efficiency rating of 93.28938781899349 with Energy_Star certification. Building constructed in 1960 with 6 appliances.,Consider solar panel installation
742,CUST0742,2024-01-04T04:50:00,2024-01-04,04:50:00,4,Thursday,1,Winter,0,0,Large_Business,Medium,26-35,8,Southeast,Continental,Suburban,Hybrid,Analog_Meter,Good,Townhouse,3226,1975,LEED_Platinum,136.03,105.72,50.12,17.0,0.0422,Minimalist,Hybrid,Regular,97.4,Extreme_High,0.341,16,"Oven,TV,Dishwasher,Dryer,Refrigerator,Heater,Water_Heater,Gaming_Console,Air_Conditioner,Computer,Microwave,Washing_Machine",125.15,17.95,20.3,Minimalist lifestyle with 17.0 kWh per person during night.,Excellent efficiency rating of 97.43143722196425 with LEED_Platinum certification. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
743,CUST0743,2024-10-11T22:54:00,2024-10-11,22:54:00,22,Friday,10,Fall,0,0,Small_Business,Very_High,46-55,8,Southwest,Tropical,Urban,Battery_Backup,Digital_Meter,Good,Townhouse,3234,1960,Energy_Star,86.36,66.1,29.64,10.79,0.0267,Eco_Conscious,Hybrid,Early_Bird,95.1,Extreme_High,0.583,6,"Refrigerator,Computer,Dishwasher,Washing_Machine,Air_Conditioner,Water_Heater",79.45,9.84,8.9,Energy consumption of 86.4 kWh for townhouse with 8 occupants.,Excellent efficiency rating of 95.12029429409553 with Energy_Star certification. Building constructed in 1960 with 6 appliances.,Optimize HVAC system settings; Consider solar panel installation
744,CUST0744,2024-09-07T06:56:00,2024-09-07,06:56:00,6,Saturday,9,Fall,1,0,Residential,High,65+,8,Southwest,Continental,Urban,Battery_Backup,Analog_Meter,Poor,Single_Family,3198,2000,None,144.85,95.24,36.68,18.11,0.0453,Minimalist,Shift_Work,Regular,81.9,Extreme_High,0.292,18,"Microwave,TV,Heater,Computer,Air_Conditioner,Washing_Machine,Refrigerator,Oven,Dryer,Gaming_Console,Water_Heater,Dishwasher",133.26,14.61,19.3,Minimalist lifestyle with 18.1 kWh per person during morning.,Excellent efficiency rating of 81.89859675968191 with None certification. Building constructed in 2000 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
745,CUST0745,2024-03-23T09:08:00,2024-03-23,09:08:00,9,Saturday,3,Spring,1,0,Industrial,High,26-35,8,West_Coast,Subtropical,Rural,Solar,Smart_Meter,Excellent,Office,4324,1955,LEED_Silver,274.97,214.91,73.07,34.37,0.0636,Minimalist,Shift_Work,Early_Bird,92.7,Extreme_High,0.006,14,"Computer,Heater,Dryer,TV,Refrigerator,Gaming_Console,Water_Heater,Washing_Machine,Air_Conditioner,Oven,Microwave,Dishwasher",252.97,37.74,6.9,A 8-person household in a office showing 275.0 kWh usage.,Excellent efficiency rating of 92.69 with LEED_Silver certification. Building constructed in 1955 with 12 appliances.,Optimize HVAC system settings
746,CUST0746,2024-07-22T22:53:00,2024-07-22,22:53:00,22,Monday,7,Summer,0,0,Small_Business,Very_High,18-25,1,West_Coast,Tropical,Urban,Hybrid,Digital_Meter,Good,Warehouse,1222,1970,Energy_Star,15.78,12.05,4.37,15.78,0.0129,Tech_Heavy,Hybrid,Night_Owl,76.8,Extreme_High,0.614,11,"Microwave,Computer,Dishwasher,Washing_Machine,Air_Conditioner,Gaming_Console,Oven,Dryer,Water_Heater,TV,Refrigerator",14.51,2.34,19.2,Usage pattern indicates tech_heavy behavior with 15.8 kWh per person.,Good efficiency at 76.78379196448287 with room for improvement. Building constructed in 1970 with 11 appliances.,Maintain current efficient practices
